comments,professor_name,school_name,department_name,gender,sentences
Odette was very helpful. I learned a lot about myself and my personal teaching styles. Her assignments are helpful for the future. As a student who was not in her advisory she directed me towards better courses which I provided for my actual advisor. Odette you ROCK!,Odette  Bruneau,Luther College,Education department,male,"['Odette was very helpful.', 'I learned a lot about myself and my personal teaching styles.', 'Her assignments are helpful for the future.', 'As a student who was not in her advisory she directed me towards better courses which I provided for my actual advisor.', 'Odette you ROCK!']"
"Odette is one of the most amazing professors I\'ve ever had, I absolutely love her. She is so helpful, and everything she teaches is stuff that can be applied to the real world. She is without a doubt one of my favorite people.",Odette  Bruneau,Luther College,Education department,male,"[""Odette is one of the most amazing professors I\\'ve ever had, I absolutely love her."", 'She is so helpful, and everything she teaches is stuff that can be applied to the real world.', 'She is without a doubt one of my favorite people.']"
She is my favorite ed prof... she is super helpful and a great teacher,Odette  Bruneau,Luther College,Education department,male,"['She is my favorite ed prof...', 'she is super helpful and a great teacher']"
"awesome! super helpful, fun class!",Odette  Bruneau,Luther College,Education department,male,"['awesome!', 'super helpful, fun class!']"
Everything she says about teaching is right on. I can sometimes hear her pearls of wisdom as I\'m teaching.,Odette  Bruneau,Luther College,Education department,male,"['Everything she says about teaching is right on.', ""I can sometimes hear her pearls of wisdom as I\\'m teaching.""]"
Odette is amazing. She has a lot to bring to the field and makes the information fun to learn along with making the information understandable.,Odette  Bruneau,Luther College,Education department,male,"['Odette is amazing.', 'She has a lot to bring to the field and makes the information fun to learn along with making the information understandable.']"
Super wonderful! She has a lot of insight and is always willing to push you. Even after graduation she pushes you. Fantastic.,Odette  Bruneau,Luther College,Education department,male,"['Super wonderful!', 'She has a lot of insight and is always willing to push you.', 'Even after graduation she pushes you.', 'Fantastic.']"
She ****ing blew as an adviser,Odette  Bruneau,Luther College,Education department,male,['She ****ing blew as an adviser']
"Contrary to popular belief, Odette does NOT rock.",Odette  Bruneau,Luther College,Education department,male,"['Contrary to popular belief, Odette does NOT rock.']"
Very giving of her time and knowledge. She tries to bring the best out of each student.,Odette  Bruneau,Luther College,Education department,male,"['Very giving of her time and knowledge.', 'She tries to bring the best out of each student.']"
YOU ROCK!!!,Odette  Bruneau,Luther College,Education department,male,"['YOU ROCK!', '!', '!']"
You rock Odette!! :),Odette  Bruneau,Luther College,Education department,male,"['You rock Odette!', '!', ':)']"
Odette! My goodness are you HOTT!,Odette  Bruneau,Luther College,Education department,male,"['Odette!', 'My goodness are you HOTT!']"
fun! good teacher to work with...always has good input,Odette  Bruneau,Luther College,Education department,male,"['fun!', 'good teacher to work with...', 'always has good input']"
"Classes are similar, but you learn a lot. Has a lot to bring to the table and very easy to talk to.",Odette  Bruneau,Luther College,Education department,male,"['Classes are similar, but you learn a lot.', 'Has a lot to bring to the table and very easy to talk to.']"
Mr. Jackson was not helpful at all and was very unnecessarily demanding.,C  Jackson,Volunteer State Community College,Health Science department,male,['Mr. Jackson was not helpful at all and was very unnecessarily demanding.']
"He is a terrible teacher, and if you want to pass DO NOT take him, he could care less whether you pass or not. He is not doing this job because he enjoys to teach thats for sure. DO NOT take him.",C  Jackson,Volunteer State Community College,Health Science department,male,"['He is a terrible teacher, and if you want to pass DO NOT take him, he could care less whether you pass or not.', 'He is not doing this job because he enjoys to teach thats for sure.', 'DO NOT take him.']"
"This guy has no clue what he\'s talking about. He was out for a week and he came back, gave us our test and expected us to know what neither he or the sub went over. Do no take..",C  Jackson,Volunteer State Community College,Health Science department,male,"[""This guy has no clue what he\\'s talking about."", 'He was out for a week and he came back, gave us our test and expected us to know what neither he or the sub went over.', 'Do no take..']"
"Very thorough, tests go over what we learn in class and she doesn\'t purposefully make them difficult. I feel like she cares about us passing and wants us to succeed. We have a few take home tests, which help to raise our grade, gives extra credit, and let\'s us drop our lowest grade, meaning we can skip the final if we\'re doing good enough.",J  Allen,Volunteer State Community College,Health Science department,male,"[""Very thorough, tests go over what we learn in class and she doesn\\'t purposefully make them difficult."", 'I feel like she cares about us passing and wants us to succeed.', ""We have a few take home tests, which help to raise our grade, gives extra credit, and let\\'s us drop our lowest grade, meaning we can skip the final if we\\'re doing good enough.""]"
